,name,company,year,mileage,kms_driven,fuel_type,Price
3033,Tata Tigor 1.2 Revotron,Tata,2018,20.3,22345,Petrol,495000.0
3034,Honda City i VTEC,Honda,2015,18.0,50000,Petrol,825000.0
3035,BMW 3 Series 320d,BMW,2013,13.2,48183,Diesel,2099000.0
3038,Maruti Ertiga VXI,Maruti,2014,16.02,17585,Petrol,635000.0
3039,Hyundai Verna 1.6 VTVT,Hyundai,2011,17.01,36226,Petrol,295000.0
3042,Mercedes-Benz New C-Class C,Mercedes-Benz,2017,19.27,11200,Diesel,3750000.0
3043,Hyundai i10 Magna 1.2,Hyundai,2017,20.36,49045,Petrol,407000.0
3044,Volkswagen Polo Diesel Comfortline,Volkswagen,2012,22.07,45000,Diesel,299000.0
3045,Maruti Vitara Brezza VDi,Maruti,2017,24.3,40000,Diesel,790000.0
3046,Renault Duster 85PS Diesel,Renault,2016,19.87,36600,Diesel,749000.0
3049,Hyundai Xcent 1.2 CRDi,Hyundai,2016,25.4,50000,Diesel,350000.0
3051,Hyundai Verna 1.6 SX,Hyundai,2014,17.01,11000,Petrol,610000.0
3053,Maruti Swift VDI Optional,Maruti,2016,25.2,38000,Diesel,595000.0
3055,Volkswagen Polo 1.2 MPI,Volkswagen,2015,16.47,46354,Petrol,549000.0
3057,Skoda Rapid 1.6 MPI,Skoda,2015,15.0,20765,Petrol,625000.0
3072,Toyota Corolla Altis 1.8,Toyota,2018,14.28,5000,Petrol,1695000.0
3075,Skoda Rapid 1.6 MPI,Skoda,2015,15.41,39822,Petrol,468000.0
3076,Ford Endeavour 3.2 Titanium,Ford,2016,10.91,29000,Diesel,2980000.0
3077,Renault KWID RXL,Renault,2017,25.17,24214,Petrol,346000.0
3082,Audi Q5 2.0 TDI,Audi,2013,14.16,44000,Diesel,3250000.0
3086,Honda Accord 2.4 MT,Honda,2010,12.8,47000,Petrol,350000.0
3088,Maruti Omni E MPI,Maruti,2015,16.8,15000,Petrol,235000.0
3093,Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,2015,13.0,41057,Diesel,2463000.0
3095,Ford EcoSport 1.5 TDCi,Ford,2016,22.77,20000,Diesel,790000.0
3097,Honda City i VTEC,Honda,2016,17.8,17000,Petrol,825000.0
3098,Nissan Micra Diesel XV,Nissan,2011,23.08,39002,Diesel,285000.0
3100,Nissan Micra XL,Nissan,2013,18.44,45000,Petrol,175000.0
3101,Maruti Swift VDI BSIV,Maruti,2013,17.8,41300,Diesel,338000.0
3104,Maruti Omni 8 Seater,Maruti,2017,14.0,21260,Petrol,290000.0
3106,Hyundai Creta 1.6 CRDi,Hyundai,2017,17.01,13000,Diesel,1450000.0
3107,Maruti Swift VDI BSIV,Maruti,2016,25.2,45725,Diesel,534000.0
3113,Hyundai i20 1.4 Sportz,Hyundai,2019,22.54,32251,Diesel,861000.0
3114,Maruti Zen Estilo LXI,Maruti,2009,19.0,47000,Petrol,146000.0
3116,Maruti Alto K10 LXI,Maruti,2018,32.26,44202,CNG,400000.0
3119,BMW X1 sDrive 20d,BMW,2014,17.05,45000,Diesel,2150000.0
3120,Tata Manza Aqua Safire,Tata,2010,15.0,41195,Petrol,138000.0
3123,Maruti Baleno Sigma 1.2,Maruti,2016,21.4,8500,Petrol,549000.0
3124,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,35981,Diesel,951000.0
3125,Ford Figo Petrol ZXI,Ford,2012,15.6,23152,Petrol,239000.0
3129,Porsche Cayenne Base,Porsche,2019,13.33,14298,Petrol,202000.0
3131,Volkswagen Polo 1.2 MPI,Volkswagen,2017,16.2,22857,Petrol,690000.0
3132,Hyundai Verna 1.6 VTVT,Hyundai,2013,17.01,34620,Petrol,535000.0
3136,Hyundai i10 Sportz,Hyundai,2013,20.36,32776,Petrol,463999.99999999994
3138,Tata Safari Storme VX,Tata,2016,14.1,36000,Diesel,1000000.0
3139,Honda Brio 1.2 S,Honda,2015,18.5,22000,Petrol,395000.0
3140,Hyundai i20 Asta,Hyundai,2010,17.0,30754,Petrol,338000.0
3141,Volkswagen Jetta 2012-2014 1.4,Volkswagen,2018,14.69,37109,Petrol,1680000.0
3142,Honda Jazz Select Edition,Honda,2010,16.7,45000,Petrol,199000.0
3143,Hyundai Grand i10 Sportz,Hyundai,2017,18.9,33284,Petrol,584000.0
3145,Jaguar XF 2.2 Litre,Jaguar,2014,16.36,18000,Diesel,2570000.0
3147,Maruti S Cross DDiS,Maruti,2015,22.7,16607,Diesel,765000.0
3148,Audi A4 2.0 TDI,Audi,2015,17.11,32205,Diesel,2531000.0
3151,Volkswagen Polo Petrol Trendline,Volkswagen,2012,16.47,41000,Petrol,310000.0
3153,Hyundai Grand i10 1.2,Hyundai,2019,18.9,12153,Petrol,684000.0
3154,Tata Nano Twist XT,Tata,2014,25.4,16810,Petrol,160000.0
3156,Volkswagen Polo 1.2 MPI,Volkswagen,2015,16.47,22000,Petrol,475000.0
3158,Mini Cooper 5 DOOR,Mini,2019,20.7,14857,Diesel,3155000.0
3160,Ford Endeavour Titanium 4X2,Ford,2019,12.62,14648,Diesel,2736000.0
3162,Hyundai Grand i10 Magna,Hyundai,2016,18.9,22000,Petrol,425000.0
3163,Chevrolet Sail 1.2 LS,Chevrolet,2014,18.2,10000,Petrol,550000.0
3165,Tata Zest Revotron 1.2T,Tata,2017,17.57,48198,Petrol,465000.00000000006
3166,Mercedes-Benz New C-Class C,Mercedes-Benz,2015,19.27,15000,Diesel,2850000.0
3169,Hyundai Grand i10 1.2,Hyundai,2017,18.9,14700,Petrol,560000.0
3171,Hyundai Verna 1.6 SX,Hyundai,2011,22.32,34994,Diesel,390000.0
3175,Volkswagen Polo Petrol Highline,Volkswagen,2011,16.47,20000,Petrol,350000.0
3177,Maruti Eeco CNG 5,Maruti,2015,20.0,47001,CNG,372000.0
3179,Maruti Swift Dzire VDI,Maruti,2013,23.4,43284,Diesel,450000.0
3180,Hyundai Creta 1.6 SX,Hyundai,2018,13.0,23875,Petrol,1436000.0
3185,Toyota Fortuner 4x2 AT,Toyota,2015,12.55,47566,Diesel,2025000.0
3187,Toyota Innova Crysta 2.8,Toyota,2018,11.36,20300,Diesel,1800000.0
3188,Mercedes-Benz A Class A180,Mercedes-Benz,2015,20.0,48300,Diesel,1750000.0
3189,Hyundai EON D Lite,Hyundai,2013,21.1,30000,Petrol,210000.0
3190,Hyundai Elantra CRDi SX,Hyundai,2012,22.7,36000,Diesel,750000.0
3191,Mini Cooper 3 DOOR,Mini,2015,20.7,27641,Diesel,2477000.0
3193,Ford Endeavour 3.2 Titanium,Ford,2019,10.91,9000,Diesel,3550000.0
3195,Mahindra XUV500 W7,Mahindra,2018,14.0,9000,Diesel,1300000.0
3196,BMW 7 Series 730Ld,BMW,2012,16.77,41100,Diesel,2650000.0
3198,Honda City i VTEC,Honda,2017,17.8,38424,Petrol,751000.0
3199,Maruti Swift VDI,Maruti,2014,22.9,50000,Diesel,430000.0
3200,Honda City i-VTEC CVT,Honda,2015,18.0,19000,Petrol,894999.9999999999
3206,Honda Brio S MT,Honda,2015,19.4,49133,Petrol,451000.0
3211,Hyundai Verna 1.6 EX,Hyundai,2012,17.01,14800,Petrol,440000.00000000006
3212,Honda Mobilio S i,Honda,2015,17.3,26000,Petrol,425000.0
3213,Honda Amaze S i-Vtech,Honda,2017,18.0,32005,Petrol,425000.0
3214,Honda City i-VTEC CVT,Honda,2017,18.0,35000,Petrol,770000.0
3216,Honda City i-VTEC V,Honda,2017,17.4,11000,Petrol,850000.0
3221,Tata Sumo EX,Tata,2016,14.07,46300,Diesel,484999.99999999994
3226,Mahindra XUV500 W8 4WD,Mahindra,2015,15.1,42999,Diesel,1152000.0
3232,Volvo S60 D4 KINETIC,Volvo,2015,9.0,34000,Diesel,2000000.0
3241,Jeep Compass 2.0 Limited,Jeep,2017,16.3,15050,Diesel,1750000.0
3242,Maruti Swift VXI BSIV,Maruti,2016,20.4,29401,Petrol,430999.99999999994
3243,Honda Jazz 1.2 SV,Honda,2016,18.7,25238,Petrol,620000.0
3251,Ford Freestyle Titanium Plus,Ford,2018,19.0,8896,Petrol,734000.0
3252,Maruti Baleno Alpha 1.2,Maruti,2016,21.4,17000,Petrol,690000.0
3253,Honda Jazz V,Honda,2016,18.2,31378,Petrol,590000.0
3256,Audi Q3 30 TDI,Audi,2017,18.51,31000,Diesel,2700000.0
3257,Skoda Rapid 2013-2016 1.6,Skoda,2014,15.0,35000,Petrol,450000.0
3263,Mercedes-Benz E-Class E400 Cabriolet,Mercedes-Benz,2015,10.0,7501,Petrol,4800000.0
3267,Maruti Ciaz ZDi Plus,Maruti,2016,28.09,40810,Diesel,790000.0
3270,Maruti Baleno Delta CVT,Maruti,2018,21.4,34630,Petrol,729000.0
3271,Ford Fiesta Diesel Titanium,Ford,2012,23.5,45122,Diesel,600000.0
3274,Mini Cooper 3 DOOR,Mini,2016,20.7,32298,Diesel,2380000.0
3276,Hyundai Santro Xing GLS,Hyundai,2012,17.92,43337,Petrol,332000.0
3277,Maruti Swift VDI,Maruti,2015,22.9,46561,Diesel,494000.00000000006
3278,Mercedes-Benz A Class A180,Mercedes-Benz,2013,20.0,34000,Diesel,1100000.0
3279,Renault KWID RXT,Renault,2016,25.17,48000,Petrol,340000.0
3282,Hyundai Grand i10 Magna,Hyundai,2016,18.9,9000,Petrol,545000.0
3286,Audi Q3 35 TDI,Audi,2015,15.73,38000,Diesel,2900000.0
3291,Chevrolet Beat LT,Chevrolet,2011,18.6,48000,Petrol,180000.0
3293,Honda Jazz 1.2 S,Honda,2015,18.7,31000,Petrol,490000.00000000006
3297,Ford Aspire Ambiente Diesel,Ford,2018,26.1,17000,Diesel,565000.0
3299,Maruti Alto 800 LXI,Maruti,2016,22.74,9370,Petrol,295000.0
3303,Hyundai Creta 1.6 CRDi,Hyundai,2017,19.67,37247,Diesel,1369000.0
3305,Hyundai Sonata Transform 2.4,Hyundai,2014,13.44,12000,Petrol,1275000.0
3306,Hyundai Creta 1.6 CRDi,Hyundai,2017,19.67,40158,Diesel,1375000.0
3307,Honda Jazz 1.2 SV,Honda,2017,18.7,11000,Petrol,675000.0
3316,Hyundai Elantra CRDi SX,Hyundai,2013,19.5,48823,Diesel,850000.0
3317,Hyundai i10 Magna 1.2,Hyundai,2011,20.36,35082,Petrol,221000.0
3319,Honda Amaze VX AT,Honda,2016,15.5,19000,Petrol,625000.0
3321,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,2019,17.9,29836,Diesel,2575000.0
3322,Skoda Superb 1.8 TFSI,Skoda,2010,13.14,48002,Petrol,675000.0
3327,Volkswagen Vento Diesel Breeze,Volkswagen,2013,20.5,43000,Diesel,595000.0
3328,Chevrolet Beat Diesel LT,Chevrolet,2012,25.44,42706,Diesel,240000.0
3329,Mahindra Quanto C6,Mahindra,2013,17.21,35000,Diesel,349000.0
3334,Ford Figo Aspire 1.2,Ford,2018,18.16,24237,Petrol,670000.0
3335,Maruti Ritz ZXi,Maruti,2016,18.5,22767,Petrol,614000.0
3339,Maruti S Cross DDiS,Maruti,2016,22.7,45000,Diesel,700000.0
3341,Hyundai EON 1.0 Magna,Hyundai,2017,20.3,30711,Petrol,445000.0
3342,Hyundai i20 1.4 CRDi,Hyundai,2011,21.9,38277,Diesel,240000.0
3344,Maruti Swift Dzire VXi,Maruti,2017,18.5,46849,Petrol,693000.0
3347,Hyundai Grand i10 Sportz,Hyundai,2015,18.9,15000,Petrol,490000.00000000006
3348,Hyundai i20 1.4 CRDi,Hyundai,2014,23.0,32720,Diesel,450000.0
3349,Renault KWID RXT,Renault,2016,25.17,12500,Petrol,300000.0
3359,BMW X1 sDrive20d,BMW,2013,17.05,43000,Diesel,1750000.0
3363,Honda City i DTEC,Honda,2014,26.0,25000,Diesel,615000.0
3364,Maruti Alto K10 2010-2014,Maruti,2012,20.92,12600,Petrol,240000.0
3366,Hyundai Grand i10 Magna,Hyundai,2016,18.9,21000,Petrol,375000.0
3367,Ford Figo Petrol ZXI,Ford,2011,15.6,32000,Petrol,215000.0
3368,Hyundai Grand i10 SportZ,Hyundai,2015,18.9,50000,Petrol,475000.0
3369,Maruti SX4 Vxi BSIV,Maruti,2010,15.5,47500,Petrol,245000.00000000003
3370,Honda City i-VTEC VX,Honda,2017,17.4,7500,Petrol,1115000.0
3375,Hyundai i10 Magna 1.1,Hyundai,2017,19.81,42883,Petrol,426999.99999999994
3377,Mitsubishi Outlander 2.4,Mitsubishi,2010,11.3,39525,Petrol,925000.0
3378,Maruti Vitara Brezza LDi,Maruti,2017,24.3,35384,Diesel,861000.0
3379,Mercedes-Benz R-Class R350 CDI,Mercedes-Benz,2010,11.8,46000,Diesel,2800000.0
3380,Ford EcoSport 1.5 Diesel,Ford,2018,23.0,32189,Diesel,925000.0
3381,Hyundai Verna 1.6 CRDI,Hyundai,2016,19.08,27000,Diesel,860000.0
3382,Volkswagen Polo 1.2 MPI,Volkswagen,2018,16.47,22734,Petrol,753000.0
3384,Honda Brio S Option,Honda,2012,16.5,31500,Petrol,415000.00000000006
3385,Ford Figo 2015-2019 1.2P,Ford,2017,18.16,30933,Petrol,584000.0
3386,Audi A6 2.0 TDI,Audi,2012,18.53,27090,Diesel,1650000.0
3387,BMW X5 2014-2019 xDrive,BMW,2015,15.97,29500,Diesel,4300000.0
3388,Hyundai i10 Sportz Option,Hyundai,2013,20.36,45000,Petrol,355000.0
3389,Hyundai i20 1.2 Asta,Hyundai,2018,18.6,11691,Petrol,890000.0
3392,Hyundai Verna 1.6 SX,Hyundai,2012,17.1,36300,Petrol,750000.0
3395,Audi A6 2011-2015 35,Audi,2015,17.68,42000,Diesel,2425000.0
3396,Volkswagen Polo 1.2 MPI,Volkswagen,2015,16.47,27000,Petrol,434999.99999999994
3397,BMW X1 sDrive20d,BMW,2012,17.05,22000,Diesel,1150000.0
3398,Honda City i VTEC,Honda,2014,17.4,49000,Petrol,475000.0
3399,Hyundai i20 Sportz Option,Hyundai,2012,23.0,42600,Diesel,499000.0
3400,Honda Jazz 1.2 V,Honda,2018,19.0,12794,Petrol,915000.0
3403,Mercedes-Benz A Class A180,Mercedes-Benz,2014,20.0,8000,Diesel,1975000.0
3406,Renault Scala RxL AT,Renault,2013,17.97,7000,Petrol,365000.0
3408,Maruti Alto 800 VXI,Maruti,2017,22.74,38000,Petrol,311000.0
3410,Hyundai i20 Sportz Option,Hyundai,2014,17.0,17858,Petrol,532000.0
3413,Hyundai EON Magna Plus,Hyundai,2015,21.1,19000,Petrol,300000.0
3417,Volkswagen Polo Diesel Highline,Volkswagen,2010,22.07,39000,Diesel,305000.0
3420,Maruti Swift ZXI,Maruti,2016,20.4,34000,Petrol,495000.0
3423,Nissan Micra XV,Nissan,2011,18.06,44000,Petrol,265000.0
3425,Honda CR-V 2.0 AT,Honda,2017,13.1,41697,Petrol,1668000.0
3427,Toyota Etios Liva 1.2,Toyota,2011,17.71,42000,Petrol,375000.0
3429,Ford Figo Aspire 1.2,Ford,2015,18.16,32200,Petrol,425000.0
3431,Audi A4 2.0 TDI,Audi,2014,17.11,40000,Diesel,2250000.0
3435,Honda Amaze S i-Dtech,Honda,2013,25.8,39575,Diesel,325000.0
3438,Volkswagen CrossPolo 1.5 TDI,Volkswagen,2015,20.14,26256,Diesel,425000.0
3439,Hyundai Elite i20 Petrol,Hyundai,2016,18.6,13460,Petrol,645000.0
3444,Hyundai Elite i20 Petrol,Hyundai,2016,18.6,30292,Petrol,610000.0
3445,Honda WRV i-VTEC VX,Honda,2017,17.5,32248,Petrol,825000.0
3449,Maruti Swift Dzire VXI,Maruti,2014,19.1,33000,Petrol,399000.0
3450,BMW 5 Series 2003-2012,BMW,2016,16.2,18090,Diesel,4573000.0
3452,Maruti Wagon R LXI,Maruti,2014,26.2,41000,CNG,350000.0
3456,Hyundai i10 Sportz,Hyundai,2010,20.36,26966,Petrol,300000.0
3457,Honda Jazz 1.2 SV,Honda,2015,18.7,27628,Petrol,495000.0
3460,Volkswagen Polo Petrol Comfortline,Volkswagen,2016,16.47,26981,Petrol,616000.0
3463,Hyundai i20 1.2 Asta,Hyundai,2017,18.6,12000,Petrol,775000.0
3465,Hyundai Grand i10 Magna,Hyundai,2014,18.9,48031,Petrol,498000.00000000006
3468,Volkswagen Vento 1.5 TDI,Volkswagen,2016,21.5,45492,Diesel,1030000.0000000001
3471,Volkswagen Polo 1.2 MPI,Volkswagen,2017,16.2,18500,Petrol,625000.0
3475,Hyundai Elantra CRDi SX,Hyundai,2013,22.7,40000,Diesel,695000.0
3477,Hyundai Grand i10 1.2,Hyundai,2014,18.9,33496,Petrol,550000.0
3478,Hyundai i20 Asta Option,Hyundai,2015,18.6,25000,Petrol,565000.0
3480,Skoda Rapid 1.6 MPI,Skoda,2015,14.3,20826,Petrol,772000.0
3481,Hyundai Creta 1.6 CRDi,Hyundai,2016,19.67,42244,Diesel,1200000.0
3484,Hyundai i20 Sportz Option,Hyundai,2016,18.6,44238,Petrol,672000.0
3487,Honda City i VTEC,Honda,2016,17.8,36891,Petrol,1049000.0
3490,Hyundai Sonata Transform 2.4,Hyundai,2013,12.37,41000,Petrol,600000.0
3493,Maruti Ertiga SHVS ZDI,Maruti,2016,24.52,50000,Diesel,869999.9999999999
3496,Mahindra XUV500 W6 2WD,Mahindra,2017,16.0,41290,Diesel,1094000.0
3498,Toyota Corolla Altis 1.8,Toyota,2016,14.28,16471,Petrol,1150000.0
3500,Mahindra KUV 100 mFALCON,Mahindra,2016,18.15,24025,Petrol,409999.99999999994
3501,Maruti Alto 800 2016-2019,Maruti,2013,24.7,24027,Petrol,200999.99999999997
3503,Maruti Wagon R VXI,Maruti,2012,18.9,40000,Petrol,235000.0
3505,Honda Brio EX MT,Honda,2013,19.4,42320,Petrol,290000.0
3506,Hyundai i20 Asta Option,Hyundai,2017,22.54,24153,Diesel,918000.0
3507,Hyundai Creta 1.6 SX,Hyundai,2016,13.0,27000,Petrol,1145000.0
3510,Mahindra KUV 100 mFALCON,Mahindra,2016,18.15,13500,Petrol,375000.0
3511,Honda City i-VTEC CVT,Honda,2018,18.0,4500,Petrol,1250000.0
3512,Mahindra XUV500 AT W10,Mahindra,2017,16.0,23000,Diesel,1550000.0
3515,Renault Duster 110PS Diesel,Renault,2017,19.6,42646,Diesel,1246000.0
3516,Volkswagen Polo 1.2 MPI,Volkswagen,2014,16.47,30000,Petrol,525000.0
3520,Jaguar XJ 3.0L Premium,Jaguar,2012,12.9,50000,Diesel,4500000.0
3526,Maruti Swift VXI,Maruti,2012,18.6,48772,Petrol,391000.0
3528,Hyundai Grand i10 Asta,Hyundai,2017,18.9,27417,Petrol,689000.0
3532,Audi A4 35 TDI,Audi,2016,17.11,39237,Diesel,2564000.0
3533,Honda City V MT,Honda,2018,16.8,11966,Petrol,1027999.9999999999
3534,Honda Jazz V,Honda,2015,18.2,37000,Petrol,630000.0
3538,Hyundai i20 Magna Optional,Hyundai,2014,18.5,44525,Petrol,465000.00000000006
3541,Jeep Compass 2.0 Limited,Jeep,2017,16.3,45000,Diesel,2000000.0
3542,Mahindra XUV500 W10 AWD,Mahindra,2017,16.0,22000,Diesel,1600000.0
3544,Datsun GO Plus T,Datsun,2016,19.44,12800,Petrol,325000.0
3545,Mahindra Scorpio S6 Plus,Mahindra,2016,15.4,32000,Diesel,975000.0
3546,Honda Amaze S AT,Honda,2014,15.5,39000,Petrol,445000.0
3547,Honda City i-DTEC ZX,Honda,2017,25.6,42000,Diesel,1200000.0
3549,Hyundai Grand i10 1.2,Hyundai,2018,24.0,48000,Diesel,595000.0
3550,Maruti Alto 800 2016-2019,Maruti,2015,33.44,18000,CNG,300000.0
3551,Hyundai Verna 1.4 CX,Hyundai,2014,17.43,19000,Petrol,525000.0
3552,Toyota Innova Crysta 2.4,Toyota,2019,13.68,33598,Diesel,2220000.0
3554,Volkswagen Jetta 2013-2015 2.0L,Volkswagen,2015,16.96,48000,Diesel,1350000.0
3557,Volkswagen Vento Petrol Highline,Volkswagen,2011,15.04,37000,Petrol,480000.0
3558,Skoda Rapid 1.6 MPI,Skoda,2016,15.0,35058,Petrol,654000.0
3561,Toyota Corolla Altis G,Toyota,2009,14.53,45000,Petrol,330000.0
3564,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,2019,17.9,13414,Diesel,3077000.0
3566,Mahindra KUV 100 G80,Mahindra,2018,18.15,15900,Petrol,625000.0
3569,Audi A6 35 TDI,Audi,2017,18.53,36824,Diesel,3984000.0000000005
3572,Chevrolet Aveo U-VA 1.2,Chevrolet,2007,15.26,33000,Petrol,175000.0
3575,Maruti Baleno Zeta CVT,Maruti,2016,21.4,20000,Petrol,574000.0
3577,Mercedes-Benz CLS-Class 2006-2010 350,Mercedes-Benz,2010,9.9,29000,Diesel,3200000.0
3578,BMW 3 Series Luxury,BMW,2016,21.76,27000,Diesel,3500000.0
3579,Maruti Dzire AMT ZDI,Maruti,2017,28.4,19000,Diesel,890000.0
3581,Jeep Compass 2.0 Longitude,Jeep,2018,17.1,42203,Diesel,1946000.0
3584,Tata Nexon 1.5 Revotorq,Tata,2018,21.5,4900,Diesel,922000.0000000001
3593,Maruti Ertiga ZDI,Maruti,2014,20.77,22281,Diesel,650000.0
3595,Hyundai Xcent 1.2 VTVT,Hyundai,2018,20.14,31000,Petrol,500000.0
3597,Honda Amaze S i-Vtech,Honda,2017,18.0,32006,Petrol,425000.0
3599,Hyundai i10 Magna 1.2,Hyundai,2011,20.36,9489,Petrol,295000.0
3600,Renault KWID RXT Optional,Renault,2018,25.17,5000,Petrol,350000.0
3602,Maruti Alto 800 LXI,Maruti,2015,22.74,50000,Petrol,275000.0
3605,Audi Q5 3.0 TDI,Audi,2017,13.22,43827,Diesel,3683000.0
3606,Volkswagen Polo 1.2 MPI,Volkswagen,2011,16.2,36431,Petrol,270000.0
3607,Hyundai Creta 1.4 E,Hyundai,2017,21.38,35000,Diesel,990000.0
3610,Maruti S Cross DDiS,Maruti,2016,22.7,45194,Diesel,775000.0
3612,Maruti Swift Dzire VDI,Maruti,2014,23.4,38578,Diesel,396000.0
3613,Maruti Ertiga ZDI,Maruti,2015,20.77,40000,Diesel,825000.0
3614,Hyundai i20 1.2 Spotz,Hyundai,2018,18.6,20632,Petrol,758000.0
3619,Hyundai Santa Fe 4WD,Hyundai,2016,13.01,28881,Diesel,2137000.0
3621,Hyundai Verna 1.4 CRDi,Hyundai,2012,24.8,38000,Diesel,409999.99999999994
3623,Honda City 1.5 S,Honda,2010,17.0,43000,Petrol,421000.0
3626,Hyundai Creta 1.6 SX,Hyundai,2018,13.0,32434,Petrol,1435000.0
3627,Ford Ecosport 1.5 DV5,Ford,2017,22.7,32000,Diesel,950000.0
3631,Hyundai Verna VTVT 1.6,Hyundai,2013,17.0,37086,Petrol,544000.0
3637,Renault KWID RXT,Renault,2016,25.17,20229,Petrol,350000.0
3644,Honda Jazz V CVT,Honda,2017,19.0,17978,Petrol,695000.0
3647,Maruti S-Cross Alpha DDiS,Maruti,2016,25.1,45296,Diesel,699000.0
3649,Maruti Baleno Zeta Automatic,Maruti,2018,21.4,25858,Petrol,754000.0
3651,Hyundai Elantra CRDi SX,Hyundai,2016,19.5,22000,Diesel,1600000.0
3652,Chevrolet Spark 1.0 LT,Chevrolet,2012,16.2,11000,Petrol,140000.0
3653,Hyundai i20 1.2 Spotz,Hyundai,2017,18.6,3900,Petrol,645000.0
3655,Honda Jazz 1.2 V,Honda,2015,19.0,27000,Petrol,595000.0
3656,Honda Brio S MT,Honda,2013,19.4,11000,Petrol,390000.0
3657,Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,2016,13.0,39753,Diesel,3528000.0
3658,Tata Hexa XT,Tata,2017,17.6,39800,Diesel,1425000.0
3661,Tata Nano XTA,Tata,2017,21.9,18351,Petrol,341000.0
3662,Honda Brio VX,Honda,2013,19.4,45000,Petrol,325000.0
3664,Hyundai i10 Sportz 1.2,Hyundai,2010,20.36,29000,Petrol,345000.0
3670,Maruti Eeco 7 Seater,Maruti,2016,15.1,42225,Petrol,430000.0
3672,Maruti Baleno Zeta Automatic,Maruti,2016,21.4,27809,Petrol,641000.0
3675,Mercedes-Benz New C-Class C,Mercedes-Benz,2017,19.27,10000,Diesel,3600000.0
3678,Maruti Ignis 1.2 Delta,Maruti,2019,20.89,12076,Petrol,550000.0
3679,Maruti Swift VDI BSIV,Maruti,2016,25.2,49000,Diesel,590000.0
3680,Honda City i VTEC,Honda,2015,17.8,42366,Petrol,775000.0
3687,Hyundai Grand i10 Sportz,Hyundai,2016,18.9,13436,Petrol,470000.0
3691,Honda City i VTEC,Honda,2016,18.0,14000,Petrol,1150000.0
3693,BMW 5 Series 520d,BMW,2010,22.48,46000,Diesel,1650000.0
3696,Volkswagen Ameo 1.2 MPI,Volkswagen,2018,17.0,17370,Petrol,584000.0
3697,Volkswagen Ameo 1.2 MPI,Volkswagen,2016,17.0,18456,Petrol,575000.0
3702,BMW 3 Series Luxury,BMW,2016,21.76,31000,Diesel,2995000.0
3704,Hyundai Creta 1.6 CRDi,Hyundai,2016,17.01,33000,Diesel,1450000.0
3713,Audi A4 2.0 TDI,Audi,2014,17.11,40000,Diesel,1750000.0
3715,Ford EcoSport 1.5 Petrol,Ford,2017,14.8,14000,Petrol,999000.0
3722,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,33000,Diesel,925000.0
3723,Volvo S60 D5 Summum,Volvo,2013,13.2,31000,Diesel,1764999.9999999998
3728,Maruti Celerio ZXI AMT,Maruti,2017,23.1,35225,Petrol,525000.0
3732,Hyundai Grand i10 Sportz,Hyundai,2018,18.9,43698,Petrol,580000.0
3733,Hyundai Grand i10 Asta,Hyundai,2017,18.9,28052,Petrol,722000.0
3734,Hyundai Grand i10 1.2,Hyundai,2016,18.9,29091,Petrol,487000.0
3737,Mercedes-Benz GLA Class 200,Mercedes-Benz,2014,17.9,30000,Diesel,2600000.0
3738,Maruti Omni 8 Seater,Maruti,2017,14.0,24571,Petrol,290000.0
3739,Hyundai Verna 1.6 SX,Hyundai,2014,15.74,45000,Petrol,750000.0
3740,Maruti Alto 800 LXI,Maruti,2015,22.74,24617,Petrol,236000.0
3741,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,26927,Diesel,1139000.0
3743,Maruti Vitara Brezza ZDi,Maruti,2016,24.3,35299,Diesel,800000.0
3747,Honda Amaze S i-Vtech,Honda,2013,18.0,40000,Petrol,325000.0
3751,Hyundai Grand i10 CRDi,Hyundai,2014,24.0,33000,Diesel,405000.0
3752,Maruti 800 AC Uniq,Maruti,2009,16.1,22100,Petrol,80000.0
3754,Hyundai i20 Magna 1.4,Hyundai,2015,22.54,44000,Diesel,535000.0
3755,Maruti Alto K10 VXI,Maruti,2017,24.07,12000,Petrol,325000.0
3757,Maruti Celerio VXI AT,Maruti,2016,23.1,38009,Petrol,425000.0
3758,Skoda Superb Elegance 1.8,Skoda,2009,13.7,35000,Petrol,445000.0
3761,Maruti Swift Dzire VXI,Maruti,2016,19.1,32000,Petrol,530000.0
3762,Ford Ecosport 1.0 Ecoboost,Ford,2017,18.88,15000,Petrol,800000.0
3764,Hyundai i20 2015-2017 1.2,Hyundai,2012,18.5,39000,Petrol,275000.0
3765,Renault Captur 1.5 Diesel,Renault,2018,20.37,1011,Diesel,1350000.0
3767,Maruti Baleno RS 1.0,Maruti,2017,21.1,46663,Petrol,695000.0
3768,Nissan Sunny 2011-2014 XL,Nissan,2015,17.97,27000,Petrol,675000.0
3769,Hyundai Grand i10 AT,Hyundai,2015,18.9,15000,Petrol,550000.0
3770,Maruti Ciaz Zeta,Maruti,2018,21.56,10575,Petrol,918000.0
3771,Hyundai Xcent 1.2 Kappa,Hyundai,2014,19.1,12500,Petrol,415000.00000000006
